,College,Credits,Instructor,CourseSubject,ClassID,SectionNumber,CourseName,Cost,TimeOfCourse,CourseBuilding,CourseRoom,ClassDays,Dates,WeeksInSemester,Semester,Year,Location,Website,UncgID,UncgTitle
12946,Wake Technical Community College,1.0,J. A. George-Cassell,ACA,122,0040 (224462),College Transfer Success,$76,11:00AM - 11:50AM, Online,Online,"Tuesday, Thursday",01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12947,Wake Technical Community College,4.0,M. J. Anhorn,CHM,151,0005 (224969),General Chemistry I,$304,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,CHE 111,GENERAL CHEMISTRY ICHE 112 GENERAL CHEMISTRY I LABORATORY
12948,Wake Technical Community College,4.0,D. H. Singh,CHM,151,0006 (224970),General Chemistry I,$304,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,CHE 111,GENERAL CHEMISTRY ICHE 112 GENERAL CHEMISTRY I LABORATORY
12949,Wake Technical Community College,4.0,D. L. Ali,CHM,151,4101 (224959),General Chemistry I,$304,08:00AM - 10:50AM, SC-Math/Science,Online,Monday,01/07/2021-05/11/2021,18,Spring,2021,Southern Wake Campus,https://www.waketech.edu/,CHE 111,GENERAL CHEMISTRY ICHE 112 GENERAL CHEMISTRY I LABORATORY
12950,Wake Technical Community College,4.0,D. L. Ali,CHM,151,4102 (224960),General Chemistry I,$304,08:00AM - 10:50AM, SC-Math/Science,Online,Tuesday,01/07/2021-05/11/2021,18,Spring,2021,Southern Wake Campus,https://www.waketech.edu/,CHE 111,GENERAL CHEMISTRY ICHE 112 GENERAL CHEMISTRY I LABORATORY
12951,Wake Technical Community College,4.0,D. L. Ali,CHM,151,4136 (224961),General Chemistry I,$304,02:00PM - 04:50PM, SC-Math/Science,Online,Monday,01/07/2021-05/11/2021,18,Spring,2021,Southern Wake Campus,https://www.waketech.edu/,CHE 111,GENERAL CHEMISTRY ICHE 112 GENERAL CHEMISTRY I LABORATORY
12952,Wake Technical Community College,4.0,D. L. Ali,CHM,151,4137 (224982),General Chemistry I,$304,02:00PM - 04:50PM, SC-Math/Science,Online,Tuesday,01/07/2021-05/11/2021,18,Spring,2021,RTP Campus,https://www.waketech.edu/,CHE 111,GENERAL CHEMISTRY ICHE 112 GENERAL CHEMISTRY I LABORATORY
12953,Wake Technical Community College,4.0,D. A. Allen,CHM,152,0001 (224983),General Chemistry II,$304,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,CHE 114,GENERAL CHEMISTRY IICHE 115 GENERAL CHEMISTRY II LABORATORY
12954,Wake Technical Community College,4.0,P. E. Heffner,CHM,152,0002 (224984),General Chemistry II,$304,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,CHE 114,GENERAL CHEMISTRY IICHE 115 GENERAL CHEMISTRY II LABORATORY
12955,Wake Technical Community College,4.0,C. Sacco,CHM,152,0003 (224990),General Chemistry II,$304,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,CHE 114,GENERAL CHEMISTRY IICHE 115 GENERAL CHEMISTRY II LABORATORY
12956,Wake Technical Community College,4.0,To be Announced,CHM,152,0004 (224996),General Chemistry II,$304,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,CHE 114,GENERAL CHEMISTRY IICHE 115 GENERAL CHEMISTRY II LABORATORY
12957,Wake Technical Community College,4.0,"P. E. Heffner, D. L. Ali",CHM,152,4101 (224985),General Chemistry II,$304,08:00AM - 10:50AM, SC-Math/Science,Online,Wednesday,01/07/2021-05/11/2021,18,Spring,2021,Southern Wake Campus,https://www.waketech.edu/,CHE 114,GENERAL CHEMISTRY IICHE 115 GENERAL CHEMISTRY II LABORATORY
12958,Wake Technical Community College,4.0,"P. E. Heffner, D. L. Ali",CHM,152,4102 (224986),General Chemistry II,$304,08:00AM - 10:50AM, SC-Math/Science,Online,Thursday,01/07/2021-05/11/2021,18,Spring,2021,Southern Wake Campus,https://www.waketech.edu/,CHE 114,GENERAL CHEMISTRY IICHE 115 GENERAL CHEMISTRY II LABORATORY
12959,Wake Technical Community College,4.0,P. E. Heffner,CHM,152,4136 (224987),General Chemistry II,$304,02:00PM - 04:50PM, SC-Math/Science,Online,Wednesday,01/07/2021-05/11/2021,18,Spring,2021,Southern Wake Campus,https://www.waketech.edu/,CHE 114,GENERAL CHEMISTRY IICHE 115 GENERAL CHEMISTRY II LABORATORY
12960,Wake Technical Community College,4.0,P. E. Heffner,CHM,152,4137 (224988),General Chemistry II,$304,02:00PM - 04:50PM, SC-Math/Science,Online,Thursday,01/07/2021-05/11/2021,18,Spring,2021,Southern Wake Campus,https://www.waketech.edu/,CHE 114,GENERAL CHEMISTRY IICHE 115 GENERAL CHEMISTRY II LABORATORY
12961,Wake Technical Community College,4.0,A. S. Dixit,CHM,152,4201 (224991),General Chemistry II,$304,08:00AM - 10:50AM, NB-Building B,Online,Monday,01/07/2021-05/11/2021,18,Spring,2021,Northern Wake Campus,https://www.waketech.edu/,CHE 114,GENERAL CHEMISTRY IICHE 115 GENERAL CHEMISTRY II LABORATORY
12962,Wake Technical Community College,4.0,A. S. Dixit,CHM,152,4236 (224992),General Chemistry II,$304,12:30PM - 03:20PM, NB-Building B,Online,Monday,01/07/2021-05/11/2021,18,Spring,2021,Northern Wake Campus,https://www.waketech.edu/,CHE 114,GENERAL CHEMISTRY IICHE 115 GENERAL CHEMISTRY II LABORATORY
12963,Wake Technical Community College,4.0,S. M. Stewart,CHM,251,4101 (224997),Organic Chemistry I,$304,08:00AM - 10:50AM, SC-Math/Science,Online,Monday,01/07/2021-05/11/2021,18,Spring,2021,Southern Wake Campus,https://www.waketech.edu/,CHE 351,ORGANIC CHEMISTRY I
12964,Wake Technical Community College,4.0,S. M. Stewart,CHM,251,4136 (228667),Organic Chemistry I,$304,02:00PM - 04:50PM, SC-Math/Science,Online,Monday,01/07/2021-05/11/2021,18,Spring,2021,Southern Wake Campus,https://www.waketech.edu/,CHE 351,ORGANIC CHEMISTRY I
12965,Wake Technical Community College,4.0,A. S. Dixit,CHM,251,4203 (228665),Organic Chemistry I,$304,08:00AM - 10:50AM, NB-Building B,Online,Tuesday,01/07/2021-05/11/2021,18,Spring,2021,Northern Wake Campus,https://www.waketech.edu/,CHE 351,ORGANIC CHEMISTRY I
12966,Wake Technical Community College,4.0,A. S. Dixit,CHM,251,4204 (228666),Organic Chemistry I,$304,08:00AM - 10:50AM, NB-Building B,Online,Thursday,01/07/2021-05/11/2021,18,Spring,2021,Northern Wake Campus,https://www.waketech.edu/,CHE 351,ORGANIC CHEMISTRY I
12967,Wake Technical Community College,4.0,C. Sacco,CHM,251,4236 (224998),Organic Chemistry I,$304,12:30PM - 03:20PM, NB-Building B,Online,Tuesday,01/07/2021-05/11/2021,18,Spring,2021,Northern Wake Campus,https://www.waketech.edu/,CHE 351,ORGANIC CHEMISTRY I
12968,Wake Technical Community College,4.0,C. Sacco,CHM,251,4237 (224999),Organic Chemistry I,$304,12:30PM - 03:20PM, NB-Building B,Online,Thursday,01/07/2021-05/11/2021,18,Spring,2021,Northern Wake Campus,https://www.waketech.edu/,CHE 351,ORGANIC CHEMISTRY I
12969,Wake Technical Community College,4.0,S. M. Stewart,CHM,252,4101 (225000),Organic Chemistry II,$304,08:00AM - 10:50AM, SC-Math/Science,Online,Wednesday,01/07/2021-05/11/2021,18,Spring,2021,Southern Wake Campus,https://www.waketech.edu/,CHE 352,ORGANIC CHEMISTRY IICHE 354 ORGANIC CHEMISTRY LABORATORY
12970,Wake Technical Community College,4.0,S. M. Stewart,CHM,252,4136 (228668),Organic Chemistry II,$304,02:00PM - 04:50PM, SC-Math/Science,Online,Wednesday,01/07/2021-05/11/2021,18,Spring,2021,Southern Wake Campus,https://www.waketech.edu/,CHE 352,ORGANIC CHEMISTRY IICHE 354 ORGANIC CHEMISTRY LABORATORY
12971,Wake Technical Community College,4.0,P. K. Peiris,CHM,252,4201 (225001),Organic Chemistry II,$304,08:00AM - 10:50AM, NB-Building B,Online,Wednesday,01/07/2021-05/11/2021,18,Spring,2021,Northern Wake Campus,https://www.waketech.edu/,CHE 352,ORGANIC CHEMISTRY IICHE 354 ORGANIC CHEMISTRY LABORATORY
12972,Wake Technical Community College,4.0,P. K. Peiris,CHM,252,4236 (225002),Organic Chemistry II,$304,12:30PM - 03:20PM, NB-Building B,Online,Wednesday,01/07/2021-05/11/2021,18,Spring,2021,Northern Wake Campus,https://www.waketech.edu/,CHE 352,ORGANIC CHEMISTRY IICHE 354 ORGANIC CHEMISTRY LABORATORY
12973,Wake Technical Community College,3.0,M. C. Henry,CIS,110,0001 (225003),Introduction to Computers,$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,ISM 110,BUSINESS COMPUTING I
12974,Wake Technical Community College,3.0,A. B. Anderton,CIS,110,0002 (225004),Introduction to Computers,$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,ISM 110,BUSINESS COMPUTING I
12975,Wake Technical Community College,3.0,C. A. Bouknight-Lyons,CIS,110,0003 (225005),Introduction to Computers,$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,ISM 110,BUSINESS COMPUTING I
12976,Wake Technical Community College,3.0,A. B. Anderton,CIS,110,0004 (225006),Introduction to Computers,$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,ISM 110,BUSINESS COMPUTING I
12977,Wake Technical Community College,3.0,R. I. Sayers,CIS,110,0005 (225007),Introduction to Computers,$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,ISM 110,BUSINESS COMPUTING I
12978,Wake Technical Community College,3.0,A. B. Anderton,CIS,110,0020 (225008),Introduction to Computers,$228,08:30AM - 08:50AM, Online,Online,"Monday, Wednesday",01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,ISM 110,BUSINESS COMPUTING I
12979,Wake Technical Community College,3.0,A. B. Anderton,CIS,110,0021 (225009),Introduction to Computers,$228,10:30AM - 10:50AM, Online,Online,"Monday, Wednesday",01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,ISM 110,BUSINESS COMPUTING I
12980,Wake Technical Community College,3.0,C. A. Bouknight-Lyons,CIS,110,0022 (225010),Introduction to Computers,$228,10:30AM - 10:50AM, Online,Online,"Tuesday, Thursday",01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,ISM 110,BUSINESS COMPUTING I
12981,Wake Technical Community College,3.0,C. A. Bouknight-Lyons,CIS,110,0023 (225011),Introduction to Computers,$228,01:30PM - 01:50PM, Online,Online,"Tuesday, Thursday",01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,ISM 110,BUSINESS COMPUTING I
12982,Wake Technical Community College,3.0,J. L. Burnette,CIS,110,0024 (225012),Introduction to Computers,$228,06:30PM - 06:50PM, Online,Online,Monday,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,ISM 110,BUSINESS COMPUTING I
12983,Wake Technical Community College,3.0,R. I. Sayers,CIS,110,0025 (225013),Introduction to Computers,$228,08:30AM - 08:50AM, Online,Online,"Tuesday, Thursday",01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,ISM 110,BUSINESS COMPUTING I
12984,Wake Technical Community College,3.0,To be Announced,CIS,110,0026 (225014),Introduction to Computers,$228,08:30AM - 08:50AM, Online,Online,"Monday, Wednesday",01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,ISM 110,BUSINESS COMPUTING I
12985,Wake Technical Community College,3.0,R. I. Sayers,CIS,110,0027 (225015),Introduction to Computers,$228,10:30AM - 10:50AM, Online,Online,"Tuesday, Thursday",01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,ISM 110,BUSINESS COMPUTING I
12986,Wake Technical Community College,3.0,R. I. Sayers,CIS,110,0028 (225016),Introduction to Computers,$228,10:30AM - 10:50AM, Online,Online,"Monday, Wednesday",01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,ISM 110,BUSINESS COMPUTING I
12987,Wake Technical Community College,3.0,To be Announced,CIS,110,0029 (225017),Introduction to Computers,$228,02:30PM - 02:50PM, Online,Online,"Monday, Wednesday",01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,ISM 110,BUSINESS COMPUTING I
12988,Wake Technical Community College,3.0,M. H. Marand,CIS,110,0030 (225018),Introduction to Computers,$228,08:30AM - 08:50AM, Online,Online,"Monday, Wednesday",01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,ISM 110,BUSINESS COMPUTING I
12989,Wake Technical Community College,3.0,M. R. Schore,CIS,115,0001 (228515),Intro to Prog & Logic,$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,ISM 000,INFORMATION SYSTEMS ELECTIVE
12990,Wake Technical Community College,3.0,M. R. Schore,CIS,115,0002 (228516),Intro to Prog & Logic,$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,ISM 000,INFORMATION SYSTEMS ELECTIVE
12991,Wake Technical Community College,4.0,C. Ihnatolya,CIV,111,0001 (225021),Soils and Foundations,$304,10:00AM - 12:00PM, Online," LINE 01/07/2021-05/11/2021 Lab/Shop Hours -Refer to Syllabus for Meeting days/times, if applicable-Online, ","Tuesday, Thursday",01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12992,Wake Technical Community College,3.0,H. F. Brackett,CIV,125,0001 (225022),Civil/Surveying CAD,$228,No time given, if applicable-Online," LINE 01/07/2021-05/11/2021 Lab/Shop Hours -Refer to Syllabus for Meeting days/times, if applicable-Online, ",,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12993,Wake Technical Community College,3.0,C. F. Wolfe,CIV,240,0001 (229256),Project Management,$228,No time given, if applicable-Online," LINE 01/07/2021-05/11/2021 Lab/Shop Hours -Refer to Syllabus for Meeting days/times, if applicable-Online, ",,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
12994,Wake Technical Community College,3.0,A. Asfari,CJC,111,0008 (224229),Intro to Criminal Justice,$228,No time given, if applicable-Online,Online,,01/07/2021-03/05/2021,8,Spring,2021,Online,https://www.waketech.edu/,SOC 317,CRIMINAL JUSTICE
12995,Wake Technical Community College,3.0,A. Asfari,CJC,111,0009 (224340),Intro to Criminal Justice,$228,No time given, if applicable-Online,Online,,03/15/2021-05/11/2021,8,Spring,2021,Online,https://www.waketech.edu/,SOC 317,CRIMINAL JUSTICE
12996,Wake Technical Community College,3.0,J. J. Chapman,CJC,111,0016 (225023),Intro to Criminal Justice,$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,SOC 317,CRIMINAL JUSTICE
12997,Wake Technical Community College,3.0,J. J. Chapman,CJC,111,1109 (224341),Intro to Criminal Justice,$228,09:00AM - 10:30AM, SG-Swindell Hall,Online,Monday,03/15/2021-05/11/2021,8,Spring,2021,Southern Wake Campus,https://www.waketech.edu/,SOC 317,CRIMINAL JUSTICE
12998,Wake Technical Community College,3.0,J. J. Chapman,CJC,111,1208 (224230),Intro to Criminal Justice,$228,09:00AM - 10:30AM, NK-Building K,Online,Tuesday,01/07/2021-03/05/2021,8,Spring,2021,Northern Wake Campus,https://www.waketech.edu/,SOC 317,CRIMINAL JUSTICE
12999,Wake Technical Community College,3.0,J. J. Chapman,CJC,111,1409 (224343),Intro to Criminal Justice,$228,09:00AM - 10:30AM, Millpond Village,Online,Thursday,03/15/2021-05/11/2021,8,Spring,2021,Western Wake Campus,https://www.waketech.edu/,SOC 317,CRIMINAL JUSTICE
13000,Wake Technical Community College,3.0,J. J. Chapman,CJC,111,1508 (224231),Intro to Criminal Justice,$228,09:00AM - 10:30AM, Public Safety Education Center,Online,Wednesday,01/07/2021-03/05/2021,8,Spring,2021,Public Safety Education Campus,https://www.waketech.edu/,SOC 317,CRIMINAL JUSTICE
13001,Wake Technical Community College,3.0,J. T. Allen,CJC,113,0008 (224232),Juvenile Justice,$228,No time given, if applicable-Online,Online,,01/07/2021-03/05/2021,8,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
13002,Wake Technical Community College,3.0,J. T. Allen,CJC,113,0016 (225024),Juvenile Justice,$228,No time given, if applicable-Online,Online,,01/07/2021-05/11/2021,18,Spring,2021,Online,https://www.waketech.edu/,No equivalency found,No equivalency found
