college,section,credits,instructor,dates,location
Nash Community College,SPA-112-OL01G (0054606) Elementary Spanish II,3,A. Harper,"01/11/2021-05/11/2021 Classroom Hours Days to be Announced, Times to be AnnouncedOnline, Room ONLINEComments: Online course.  Webcam, microphone, computer, and reliablehigh-speed internet access is required.  Online exams may beproctored.  Log in to the course on the start date and completethe enrollment verification to avoid the automatic drop. Thiscourse has been identified as globally distinct and contributesto the completion requirements of the Global Scholars Program.",Online
Nash Community College,SPA-112-OL02G (0054607) Elementary Spanish II,3,A. Harper,"01/11/2021-05/11/2021 Classroom Hours Days to be Announced, Times to be AnnouncedOnline, Room ONLINEComments: Online course.  Webcam, microphone, computer, and reliablehigh-speed internet access is required.  Online exams may beproctored.  Log in to the course on the start date and completethe enrollment verification to avoid the automatic drop. Thiscourse has been identified as globally distinct and contributesto the completion requirements of the Global Scholars Program.",Online
Nash Community College,SPA-120-OL01G (0054608) Spanish for the Workplace,3,A. Harper,"01/11/2021-05/11/2021 Classroom Hours Days to be Announced, Times to be AnnouncedOnline, Room ONLINEComments: Online course.  Webcam, microphone, computer, and reliablehigh-speed internet access is required.  Online exams may beproctored.  Log in to the course on the start date and completethe enrollment verification to avoid the automatic drop. Thiscourse has been identified as globally distinct and contributesto the completion requirements of the Global Scholars Program.",Online
Nash Community College,SPA-211-OL01G (0054609) Intermediate Spanish I,3,D. Richardson,"01/11/2021-05/11/2021 Classroom Hours Days to be Announced, Times to be AnnouncedOnline, Room ONLINEComments: Online course.  Webcam, microphone, computer, and reliablehigh-speed internet access is required.  Online exams may beproctored.  Log in to the course on the start date and completethe enrollment verification to avoid the automatic drop. Thiscourse has been identified as globally distinct and contributesto the completion requirements of the Global Scholars Program.",Online
Nash Community College,SWK-110-OL01 (0054960) Intro to Social Work,3,H. Christman,"01/11/2021-05/11/2021 Classroom Hours Days to be Announced, Times to be AnnouncedOnline, Room ONLINEComments: Online course.  Webcam, microphone, computer, and reliablehigh-speed internet access is required.  Online exams may beproctored.  Log in to the course on the start date and completethe enrollment verification to avoid the automatic drop.",Online
Nash Community College,SWK-113-OL01 (0054961) Working With Diversity,3,K. Nicholson,"01/11/2021-05/11/2021 Classroom Hours Days to be Announced, Times to be AnnouncedOnline, Room ONLINEComments: Online course.  Webcam, microphone, computer, and reliablehigh-speed internet access is required.  Online exams may beproctored.  Log in to the course on the start date and completethe enrollment verification to avoid the automatic drop.",Online
Nash Community College,TRN-140-01 (0054699) Transp Climate Control,2,J. Cook,"01/11/2021-05/11/2021 Classroom Hours Tuesday, Thursday 01:00PM - 01:29PM, Citi, Room 123 (more)...Comments: cap of 15",Off Campus
Nash Community College,TRN-140A-01 (0054700) Transp Climate Cont Lab,2,J. Cook,"01/11/2021-05/11/2021 Classroom Hours Tuesday, Thursday 02:30PM - 02:59PM, Citi, Room 123 (more)...",Off Campus
Nash Community College,VET-120-01 (0054977) Vet Anatomy & Physiology,4,K. Walker,"01/11/2021-05/11/2021 Classroom Hours Thursday, Friday 08:30AM - 09:59AM, D Bldg, Room 4012 (more)...",Main Campus
Nash Community College,VET-131-01 (0054978) Vet Lab Techniques I,3,T. Harrell,"01/11/2021-05/11/2021 Classroom Hours Tuesday, Thursday 02:30PM - 03:29PM, D Bldg, Room 4230 (more)...",Main Campus
Nash Community College,VET-133-01 (0054980) Vet Clinical Practice I,3,"K. Walker, T. Harrell, C. Deans","01/11/2021-05/11/2021 Classroom Hours Monday 10:30AM - 12:29PM, D Bldg, Room 4012 (more)...Comments: This course has an additional fee of $80.00 for lab fees.",Main Campus
Nash Community College,VET-212-60 (0054981) Vet Lab Techniques III,3,T. Harrell,"01/11/2021-04/12/2021 Classroom Hours Monday 03:00PM - 04:19PM, D Bldg, Room 4230 (more)...",Main Campus
Nash Community College,VET-214-60 (0054982) Vet Clinical Practice III,4,"C. Deans, T. Harrell, K. Walker","01/11/2021-04/12/2021 Classroom Hours Tuesday 10:00AM - 11:19AM, D Bldg, Room 4012 (more)...Comments: This course has an additional fee of $80.00 for lab fees.",Main Campus
Nash Community College,VET-217-60 (0054983) Large Animal Clin Pract,3,C. Deans,"01/11/2021-04/13/2021 Classroom Hours Friday 08:30AM - 11:10AM, D Bldg, Room 4230 (more)...",Main Campus
Nash Community College,VET-237-60 (0054984) Animal Nutrition,3,T. TBA,"01/14/2021-04/01/2021 Classroom Hours Thursday 08:30AM - 12:29PM, D Bldg, Room 4230Comments: The last Day of VET-237 is Tuesday 04/13/21.",Main Campus
Nash Community College,WBL-111-03 (0054850) Work-Based Learning I,1,G. Quintard,"01/12/2021-05/11/2021 Work Experience Tuesday 08:00AM - 08:59AM, B & I - Bldg G, Room 1159A",Main Campus
Nash Community College,WBL-111-04 (0054962) Work-Based Learning I,1,J. Walston,"01/11/2021-05/11/2021 Work Experience Days to be Announced, Times to be AnnouncedOff Campus, Room OFFComments: INSTRUCTOR PERMISSION REQUIRED",Off Campus
Nash Community College,BIO-111-B21 (0054399) General Biology I,4,D. Beamer,"01/11/2021-05/11/2021 Classroom Hours Monday 06:00PM - 08:59PM, S&T Science & Tech Bldg, Room 7201 (more)...Comments: This is a blended format whereby instruction is both face-to- face and online.  Up to 50% of the total contact hours are weekmay be scheduled for the online portion at the instructor'sdiscretion.  Active participation in both settings is needed forsuccess.  Webcam, microphone, computer, and reliable high-speedinternet access is required.  Online exams may be proctored.Proctortrack Token required for all proctored exams and can bepurchased through the NCC Campus Store.Students registering for this course will have instant access tothe required course e-book.  The cost of these materials will belisted as a line item on the student's registration schedule. If you have any questions regarding your account, please contact the Business Office at 252-451-8350.This course has an additional fee of $5.00 for the lab.",Main Campus
Nash Community College,BIO-111-OL01 (0054465) General Biology I,4,D. Thomas,"01/11/2021-05/11/2021 Classroom Hours Days to be Announced, Times to be AnnouncedOnline, Room ONLINEComments: Online course.  Webcam, microphone, computer, and reliablehigh-speed internet access is required.  Online exams may beproctored.  Log in to the course on the start date and completethe enrollment verification to avoid the automatic drop.Proctortrack Token required for all proctored exams and can bepurchased through the NCC Campus Store.Students registering for this course will have instant access tothe required course e-book.  The cost of these materials willbe listed as a line item on the student's registration schedule. If you have any questions regarding your account please contactthe Business Office at 252-451-8350.Lab Kit required and is purchased through the NCC Campus Store.",Online
Nash Community College,BIO-111-OL60 (0054466) General Biology I,4,R. Cobb,"01/26/2021-05/11/2021 Classroom Hours Days to be Announced, Times to be AnnouncedOnline, Room ONLINEComments: This is a late start.  Refer to the start date listed.  This course has an altered schedule from a traditional semester.Online course.  Webcam, microphone, computer, and reliablehigh-speed internet access is required.  Online exams may beproctored.  Log in to the course on the start date and completethe enrollment verification to avoid the automatic drop.Proctortrack Token required for all proctored exams and can bepurchased through the NCC Campus Store.Students registering for this course will have instant access tothe required course e-book.  The cost of these materials willbe listed as a line item on the student's registration schedule. If you have any questions regarding your account please contactthe Business Office at 252-451-8350.Lab Kit required and is purchased through the NCC Campus Store.",Online
Nash Community College,BIO-111-V01P (0055135) General Biology I,4,L. Allen,"01/11/2021-05/11/2021 Classroom Hours Monday, Wednesday 09:30AM - 10:59AM, Virtual, Room ONLINE (more)...Comments: Lab Kit required and is purchased through the NCC Campus Store This is a virtual course. Students are required to meet onlineduring the scheduled course time in a remote learning platformsuch as Zoom or Blackboard Collaborate as determined by theinstructor. Testing may be proctored. Webcam, microphone,computer and reliable high-speed internet access are required.Attendance in the virtual class within the 10% point is required for course enrollment verification. Students registering for this course will have instant access tothe required course e-book.  The cost of these materials willbe listed as a line item on the student's registration schedule. If you have any questions regarding your account please contactthe Business Office at 252-451-8350.",Virtual Learning
