Column1,college,section,credits,instructor,dates,location
12777,Sandhills Community College,MAT-171-H06B (0064032) Precalculus Algebra,4,K. Parsons,"08/17/2020-12/15/2020 Classroom Hours Tuesday, Thursday 12:00PM - 12:50PM, Logan Hall, Room 212 (more)...",Main Campus
12778,Sandhills Community College,MAT-171-H07A (0063016) Precalculus Algebra,4,H. McDow,"08/17/2020-12/15/2020 Classroom Hours Monday, Wednesday 01:00PM - 01:50PM, Logan Hall, Room 211 (more)...",Main Campus
12779,Sandhills Community College,MAT-171-H07B (0064033) Precalculus Algebra,4,H. McDow,"08/17/2020-12/15/2020 Classroom Hours Tuesday, Thursday 01:00PM - 01:50PM, Logan Hall, Room 211 (more)...",Main Campus
12780,Sandhills Community College,MAT-171-H08A (0063017) Precalculus Algebra,4,X. Johnson,"08/17/2020-12/15/2020 Classroom Hours Monday, Wednesday 02:00PM - 02:50PM, Logan Hall, Room 206 (more)...",Main Campus
12781,Sandhills Community College,MAT-171-H08B (0064034) Precalculus Algebra,4,X. Johnson,"08/17/2020-12/15/2020 Classroom Hours Tuesday, Thursday 02:00PM - 02:50PM, Logan Hall, Room 206 (more)...",Main Campus
12782,Sandhills Community College,MAT-171-H09A (0063018) Precalculus Algebra,4,X. Johnson,"08/17/2020-12/15/2020 Classroom Hours Monday, Wednesday 03:00PM - 03:50PM, Logan Hall, Room 227 (more)...",Main Campus
12783,Sandhills Community College,MAT-171-H09B (0064035) Precalculus Algebra,4,X. Johnson,"08/17/2020-12/15/2020 Classroom Hours Tuesday, Thursday 03:00PM - 03:50PM, Logan Hall, Room 227 (more)...",Main Campus
12784,Sandhills Community College,MAT-172-H01A (0063019) Precalculus Trigonometry,4,J. Regalado,"08/17/2020-12/15/2020 Classroom Hours Monday, Wednesday 08:00AM - 08:50AM, Logan Hall, Room 206 (more)...",Main Campus
12785,Sandhills Community College,MAT-172-H01B (0064036) Precalculus Trigonometry,4,J. Regalado,"08/17/2020-12/15/2020 Classroom Hours Tuesday, Thursday 08:00AM - 08:50AM, Logan Hall, Room 206 (more)...",Main Campus
12786,Sandhills Community College,MAT-172-H02A (0063020) Precalculus Trigonometry,4,S. Sheets,"08/17/2020-12/15/2020 Classroom Hours Monday, Wednesday 01:00PM - 01:50PM, Logan Hall, Room 227 (more)...",Main Campus
12787,Sandhills Community College,MAT-172-H02B (0064037) Precalculus Trigonometry,4,S. Sheets,"08/17/2020-12/15/2020 Classroom Hours Tuesday, Thursday 01:00PM - 01:50PM, Logan Hall, Room 227 (more)...",Main Campus
12788,Sandhills Community College,MAT-263-H01A (0063021) Brief Calculus,4,L. Chandler,"08/17/2020-12/15/2020 Classroom Hours Monday, Wednesday 12:00PM - 12:50PM, Logan Hall, Room 206 (more)...",Main Campus
12789,Sandhills Community College,MAT-263-H01B (0064038) Brief Calculus,4,L. Chandler,"08/17/2020-12/15/2020 Classroom Hours Tuesday, Thursday 12:00PM - 12:50PM, Logan Hall, Room 206 (more)...",Main Campus
12790,Sandhills Community College,MAT-271-H01A (0063022) Calculus I,4,J. Regalado,"08/17/2020-12/15/2020 Classroom Hours Monday, Wednesday 11:00AM - 11:50AM, Logan Hall, Room 227 (more)...",Main Campus
12791,Sandhills Community College,MAT-271-H01B (0064039) Calculus I,4,J. Regalado,"08/17/2020-12/15/2020 Classroom Hours Tuesday, Thursday 11:00AM - 11:50AM, Logan Hall, Room 227 (more)...",Main Campus
12792,Sandhills Community College,MAT-272-H01A (0063023) Calculus II,4,J. Williamson,"08/17/2020-12/15/2020 Classroom Hours Monday, Wednesday 11:00AM - 11:50AM, Logan Hall, Room 228 (more)...",Main Campus
12793,Sandhills Community College,MAT-272-H01B (0064040) Calculus II,4,J. Williamson,"08/17/2020-12/15/2020 Classroom Hours Tuesday, Thursday 11:00AM - 11:50AM, Logan Hall, Room 228 (more)...",Main Campus
12794,Sandhills Community College,MED-120-N01 (0063038) Survey of Med Terminology,2,S. Senior,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12795,Sandhills Community College,MED-120-N02 (0063039) Survey of Med Terminology,2,S. Senior,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12796,Sandhills Community College,MED-120-N03 (0063037) Survey of Med Terminology,2,S. Senior,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12797,Sandhills Community College,MED-121-N01 (0063040) Medical Terminology I,3,S. Senior,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12798,Sandhills Community College,MED-121-N02 (0064626) Medical Terminology I,3,S. Senior,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12799,Sandhills Community College,MKT-120-N01 (0062968) Principles of Marketing,3,N. Toney,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12800,Sandhills Community College,MKT-223-N01 (0063848) Customer Service,3,F. Livingston,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12801,Sandhills Community College,MUS-110-FN1 (0063300) Music Appreciation,3,A. Book,"09/16/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12802,Sandhills Community College,MUS-110-FN2 (0063301) Music Appreciation,3,A. Book,"09/16/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12803,Sandhills Community College,MUS-110-H01A (0063041) Music Appreciation,3,T. Haley,"08/17/2020-12/15/2020 Classroom Hours Monday 09:00AM - 09:50AM, Wellard Hall, Room 125 (more)...",Main Campus
12804,Sandhills Community College,MUS-110-H01B (0063941) Music Appreciation,3,T. Haley,"08/17/2020-12/15/2020 Classroom Hours Wednesday 09:00AM - 09:50AM, Wellard Hall, Room 125 (more)...",Main Campus
12805,Sandhills Community College,MUS-110-H02B (0063942) Music Appreciation,3,F. Sinclair,"08/17/2020-12/15/2020 Classroom Hours Wednesday 11:00AM - 11:50AM, Wellard Hall, Room 125 (more)...",Main Campus
12806,Sandhills Community College,ACA-122-N04 (0062525) College Transfer Success,1,T. Donadio,"08/17/2020-12/15/2020 Online Lab Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12807,Sandhills Community College,ACC-120-EH1 (0062526) Prin of Financial Accounting,4,D. Lynch,"08/17/2020-12/15/2020 Classroom Hours Wednesday 05:30PM - 07:15PM, Meyer Hall, Room 103 (more)...",Main Campus
12808,Sandhills Community College,ACC-120-H01A (0062527) Prin of Financial Accounting,4,D. Lynch,"08/17/2020-12/15/2020 Classroom Hours Tuesday 11:00AM - 12:10PM, Meyer Hall, Room 103 (more)...",Main Campus
12809,Sandhills Community College,ACC-120-H01B (0063861) Prin of Financial Accounting,4,D. Lynch,"08/17/2020-12/15/2020 Classroom Hours Thursday 11:00AM - 12:10PM, Meyer Hall, Room 103 (more)...",Main Campus
12810,Sandhills Community College,ACC-120-H03A (0064129) Prin of Financial Accounting,4,D. Lynch,"08/17/2020-12/15/2020 Lab/Shop Hours Tuesday 09:00AM - 10:15AM, Meyer Hall, Room 103 (more)...",Main Campus
12811,Sandhills Community College,ACC-120-H03B (0064130) Prin of Financial Accounting,4,D. Lynch,"08/17/2020-12/15/2020 Lab/Shop Hours Thursday 09:00AM - 10:15AM, Meyer Hall, Room 103 (more)...",Main Campus
12812,Sandhills Community College,ACC-120-N01 (0062529) Prin of Financial Accounting,4,D. Lynch,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12813,Sandhills Community College,ACC-120-N02 (0062530) Prin of Financial Accounting,4,D. Lynch,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12814,Sandhills Community College,ACC-121-N01 (0062531) Prin of Managerial Accounting,4,D. Lynch,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12815,Sandhills Community College,ACC-131-N01 (0062532) Federal Income Taxes,3,D. Lynch,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12816,Sandhills Community College,ACC-149-N01 (0062534) Intro to ACC Spreadsheets,2,J. Boreliz,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12817,Sandhills Community College,ACC-220-N01 (0062535) Intermediate Accounting I,4,D. Lynch,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12818,Sandhills Community College,ANT-210-N01 (0062546) General Anthropology,3,K. Kiesewetter,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12819,Sandhills Community College,ARC-111-H01A (0062548) Intro to Arch Technology,3,F. Spitler,"08/17/2020-12/15/2020 Lab/Shop Hours Tuesday 01:00PM - 02:50PM, Little Hall, Room 154 (more)...",Main Campus
12820,Sandhills Community College,ARC-111-H01B (0063955) Intro to Arch Technology,3,F. Spitler,"08/17/2020-12/15/2020 Lab/Shop Hours Thursday 01:00PM - 02:50PM, Little Hall, Room 154 (more)...",Main Campus
12821,Sandhills Community College,ARC-111-H02A (0062549) Intro to Arch Technology,3,"F. Spitler, L. McManamon","08/17/2020-12/15/2020 Lab/Shop Hours Monday, Wednesday 09:00AM - 09:50AM, Little Hall, Room 154 (more)...",Main Campus
12822,Sandhills Community College,ARC-111-H02B (0063956) Intro to Arch Technology,3,"F. Spitler, L. McManamon","08/17/2020-12/15/2020 Lab/Shop Hours Tuesday, Thursday 09:00AM - 09:50AM, Little Hall, Room 154 (more)...",Main Campus
12823,Sandhills Community College,ARC-112-H01A (0062551) Constr Matls & Methods,4,L. McManamon,"08/17/2020-12/15/2020 Classroom Hours Monday 01:00PM - 01:50PM, Little Hall, Room 191 (more)...",Main Campus
12824,Sandhills Community College,ARC-112-H01B (0063958) Constr Matls & Methods,4,L. McManamon,"08/17/2020-12/15/2020 Classroom Hours Wednesday 01:00PM - 01:50PM, Little Hall, Room 191 (more)...",Main Campus
12825,Sandhills Community College,ARC-113-H01A (0062552) Residential Arch Tech,3,L. McManamon,"08/17/2020-12/15/2020 Lab/Shop Hours Monday 09:00AM - 10:50AM, Little Hall, Room 176 (more)...",Main Campus
12826,Sandhills Community College,MUS-110-H02C (0064636) Music Appreciation,3,F. Sinclair,"08/17/2020-12/15/2020 Classroom Hours Monday 11:00AM - 11:50AM, Wellard Hall, Room 125 (more)...",Main Campus
12827,Sandhills Community College,MUS-110-H03A (0063043) Music Appreciation,3,K. Henckel,"08/17/2020-12/15/2020 Classroom Hours Tuesday 09:30AM - 10:45AM, Wellard Hall, Room 125 (more)...",Main Campus
12828,Sandhills Community College,MUS-110-H03B (0063943) Music Appreciation,3,K. Henckel,"08/17/2020-12/15/2020 Classroom Hours Thursday 09:30AM - 10:45AM, Wellard Hall, Room 125 (more)...",Main Campus
12829,Sandhills Community College,MUS-110-N01 (0063044) Music Appreciation,3,A. Book,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12830,Sandhills Community College,MUS-110-N02 (0063045) Music Appreciation,3,A. Book,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12831,Sandhills Community College,MUS-110-N03 (0063046) Music Appreciation,3,A. Book,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12832,Sandhills Community College,MUS-110-N04 (0063047) Music Appreciation,3,A. Book,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12833,Sandhills Community College,MUS-110-N05 (0063048) Music Appreciation,3,A. Book,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12834,Sandhills Community College,MUS-110-N06 (0063049) Music Appreciation,3,A. Book,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12835,Sandhills Community College,MUS-110-N07 (0063353) Music Appreciation,3,A. Book,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12836,Sandhills Community College,MUS-110-N08 (0063361) Music Appreciation,3,A. Book,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12837,Sandhills Community College,MUS-110-N09 (0064628) Music Appreciation,3,A. Book,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12838,Sandhills Community College,MUS-110-N10 (0064644) Music Appreciation,3,A. Book,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12839,Sandhills Community College,MUS-112-N01 (0063051) Introduction to Jazz,3,T. Haley,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12840,Sandhills Community College,MUS-112-N02 (0063052) Introduction to Jazz,3,T. Haley,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Learning, Room CLAS",Internet Courses
12841,Sandhills Community College,MUS-121-H01 (0063053) Music Theory I,3,T. Haley,"08/17/2020-12/15/2020 Classroom Hours Monday, Wednesday 11:00AM - 11:50AM, Wellard Hall, Room 121 (more)...",Main Campus
12842,Sandhills Community College,MUS-125-H01A (0063054) Aural Skills I,1,K. Henckel,"08/17/2020-12/15/2020 Lab/Shop Hours Tuesday 11:00AM - 11:50AM, Wellard Hall, Room 124 (more)...",Main Campus
12843,Sandhills Community College,MUS-125-H01B (0063944) Aural Skills I,1,K. Henckel,"08/17/2020-12/15/2020 Lab/Shop Hours Thursday 11:00AM - 11:50AM, Wellard Hall, Room 124 (more)...",Main Campus
12844,Sandhills Community College,MUS-131-001 (0063055) Chorus I,1,F. Sinclair,"08/17/2020-12/14/2020 Lab/Shop Hours Monday, Wednesday, Friday 12:00PM - 12:40PM, Wellard Hall, Room 125",Main Campus
12845,Sandhills Community College,MUS-132-001 (0063056) Chorus II,1,F. Sinclair,"08/17/2020-12/14/2020 Lab/Shop Hours Monday, Wednesday, Friday 12:00PM - 12:40PM, Wellard Hall, Room 125",Main Campus
12846,Sandhills Community College,MUS-133-E01 (0063057) Band I,1,D. Seiberling,"08/17/2020-12/14/2020 Lab/Shop Hours Monday 06:00PM - 07:50PM, Wellard Hall, Room 101",Main Campus
12847,Sandhills Community College,MUS-134-E01 (0063058) Band II,1,D. Seiberling,"08/17/2020-12/14/2020 Lab/Shop Hours Monday 06:00PM - 07:50PM, Wellard Hall, Room 101",Main Campus
12848,Sandhills Community College,MUS-137-E01 (0063059) Orchestra I,1,E. Kopecky,"08/20/2020-12/10/2020 Lab/Shop Hours Thursday 06:00PM - 07:50PM, Wellard Hall, Room 101",Main Campus
12849,Sandhills Community College,MUS-142-001 (0063061) Ensemble II,1,A. Book,"08/17/2020-12/15/2020 Lab/Shop Hours Monday, Tuesday 09:00AM - 09:50AM, Wellard Hall, Room 101",Main Campus
12850,Sandhills Community College,MUS-151B-H01A (0063068) Class Music I - Piano,1,K. Henckel,"08/17/2020-12/15/2020 Lab/Shop Hours Monday 09:00AM - 09:50AM, Wellard Hall, Room 124 (more)...",Main Campus
12851,Sandhills Community College,MUS-151B-H01B (0063946) Class Music I - Piano,1,K. Henckel,"08/17/2020-12/15/2020 Lab/Shop Hours Wednesday 09:00AM - 09:50AM, Wellard Hall, Room 124 (more)...",Main Campus
12852,Sandhills Community College,MUS-151T-002 (0064554) Class Music I - Guitar,1,A. Book,"08/17/2020-12/15/2020 Lab/Shop Hours Tuesday 06:00PM - 06:50PM, Wellard Hall, Room 126 (more)...",Main Campus
12853,Sandhills Community College,MUS-161A-001 (0063069) Applied Music I - Voice,2,F. Sinclair,"08/17/2020-12/15/2020 Classroom Hours Tuesday 05:00PM - 05:50PM, Wellard Hall, Room 123 (more)...",Main Campus
12854,Sandhills Community College,MUS-161B-002 (0064204) Applied Music I - Piano,2,K. Henckel,"08/17/2020-12/15/2020 Classroom Hours Tuesday 05:00PM - 05:50PM, Wellard Hall, Room 122 (more)...",Main Campus
12855,Sandhills Community College,MUS-161B-003 (0064811) Applied Music I - Piano,2,K. Henckel,"08/17/2020-12/15/2020 Classroom Hours Monday 05:00PM - 05:50PM, Wellard Hall, Room 122 (more)...",Main Campus
12856,Sandhills Community College,MUS-161K-001 (0064318) Applied Music I,2,"D. Seiberling, A. Book","08/17/2020-12/15/2020 Classroom Hours Tuesday 05:00PM - 05:50PM, Wellard Hall, Room 104 (more)...",Main Campus
12857,Sandhills Community College,MUS-161S-001 (0064202) Applied Music I - Percussion,2,A. Book,"08/17/2020-12/15/2020 Classroom Hours Tuesday 05:00PM - 05:50PM, Wellard Hall, Room 104 (more)...",Main Campus
12858,Sandhills Community College,MUS-162A-001 (0063073) Applied Music II - Voice,2,F. Sinclair,"08/17/2020-12/15/2020 Classroom Hours Tuesday 05:00PM - 05:50PM, Wellard Hall, Room 123 (more)...",Main Campus
12859,Sandhills Community College,MUS-162B-001 (0063074) Applied Music II - Piano,2,K. Henckel,"08/17/2020-12/15/2020 Classroom Hours Tuesday 06:00PM - 06:50PM, Wellard Hall, Room 122 (more)...",Main Campus
12860,Sandhills Community College,MUS-221-H01 (0063062) Music Theory III,3,A. Book,"08/17/2020-12/15/2020 Classroom Hours Monday, Tuesday 10:00AM - 10:50AM, Wellard Hall, Room 121 (more)...",Main Campus
12861,Sandhills Community College,MUS-225-H01A (0063063) Aural Skills III,1,K. Henckel,"08/17/2020-12/15/2020 Lab/Shop Hours Wednesday 10:00AM - 10:50AM, Wellard Hall, Room 124 (more)...",Main Campus
